pxd	run	tissue_mlm	confidence_mlm	tissue_llm	is_agree	is_in_mlm_vocab	lin_similarity	concordance_tier	disease_state_llm
PXD010088	JM_151030_Qex_I07	Kidney	0.0725	zone of skin; cervix; kidney; colon	True	True	1.0	Exact Match	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_I08	Kidney	0.0522	zone of skin; cervix; kidney; colon	True	True	1.0	Exact Match	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_I09	Kidney	0.0469	zone of skin; cervix; kidney; colon	True	True	1.0	Exact Match	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_I10	Testis	0.0743	zone of skin; cervix; kidney; colon	False	True	0.6505	Distant Concordance (Organ System)	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_J01	Kidney	0.0917	zone of skin; cervix; kidney; colon	True	True	1.0	Exact Match	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_J02	Kidney	0.0959	zone of skin; cervix; kidney; colon	True	True	1.0	Exact Match	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_J03	Kidney	0.1347	zone of skin; cervix; kidney; colon	True	True	1.0	Exact Match	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_J04	Kidney	0.0957	zone of skin; cervix; kidney; colon	True	True	1.0	Exact Match	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_J05	Kidney	0.1168	zone of skin; cervix; kidney; colon	True	True	1.0	Exact Match	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_J06	Kidney	0.1019	zone of skin; cervix; kidney; colon	True	True	1.0	Exact Match	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_J07	Bone marrow	0.1225	zone of skin; cervix; kidney; colon	False	True	0.3601	Distant Concordance (Organ System)	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_J08	Monocytes	0.057	zone of skin; cervix; kidney; colon	False	True	0.5178	Distant Concordance (Organ System)	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_J09	Kidney	0.0943	zone of skin; cervix; kidney; colon	True	True	1.0	Exact Match	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_J10	Ovary	0.1594	zone of skin; cervix; kidney; colon	False	True	0.771	Near-Agreement (Subpart / Secretome)	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_K01	Kidney	0.0746	zone of skin; cervix; kidney; colon	True	True	1.0	Exact Match	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_K02	Endometrium	0.0502	zone of skin; cervix; kidney; colon	False	True	0.7359	Near-Agreement (Subpart / Secretome)	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_K03	Kidney	0.1001	zone of skin; cervix; kidney; colon	True	True	1.0	Exact Match	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_K04	Lung	0.0853	zone of skin; cervix; kidney; colon	False	True	0.3745	Distant Concordance (Organ System)	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_K05	Kidney	0.1056	zone of skin; cervix; kidney; colon	True	True	1.0	Exact Match	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_K06	Bone marrow	0.0996	zone of skin; cervix; kidney; colon	False	True	0.3601	Distant Concordance (Organ System)	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_K07	Bone marrow	0.0939	zone of skin; cervix; kidney; colon	False	True	0.3601	Distant Concordance (Organ System)	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_K08	Kidney	0.0568	zone of skin; cervix; kidney; colon	True	True	1.0	Exact Match	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_K09	Esophagus	0.1546	zone of skin; cervix; kidney; colon	False	True	0.5216	Near-Agreement (Subpart / Secretome)	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_L01	Kidney	0.095	zone of skin; cervix; kidney; colon	True	True	1.0	Exact Match	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_L02	Kidney	0.1418	zone of skin; cervix; kidney; colon	True	True	1.0	Exact Match	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_L03	Kidney	0.1171	zone of skin; cervix; kidney; colon	True	True	1.0	Exact Match	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_L04	Lung	0.0816	zone of skin; cervix; kidney; colon	False	True	0.3745	Distant Concordance (Organ System)	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_L05	Kidney	0.1131	zone of skin; cervix; kidney; colon	True	True	1.0	Exact Match	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_L06	Kidney	0.1019	zone of skin; cervix; kidney; colon	True	True	1.0	Exact Match	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_L07	Bone marrow	0.1039	zone of skin; cervix; kidney; colon	False	True	0.3601	Distant Concordance (Organ System)	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_L08	Kidney	0.0601	zone of skin; cervix; kidney; colon	True	True	1.0	Exact Match	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_L09	Ovary	0.0686	zone of skin; cervix; kidney; colon	False	True	0.771	Near-Agreement (Subpart / Secretome)	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_L10	Ovary	0.1199	zone of skin; cervix; kidney; colon	False	True	0.771	Near-Agreement (Subpart / Secretome)	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_M01	Ovary	0.0807	zone of skin; cervix; kidney; colon	False	True	0.771	Near-Agreement (Subpart / Secretome)	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_M02	Kidney	0.1019	zone of skin; cervix; kidney; colon	True	True	1.0	Exact Match	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_M03	Kidney	0.1154	zone of skin; cervix; kidney; colon	True	True	1.0	Exact Match	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_M04	Kidney	0.0728	zone of skin; cervix; kidney; colon	True	True	1.0	Exact Match	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_M05	Esophagus	0.056	zone of skin; cervix; kidney; colon	False	True	0.5216	Near-Agreement (Subpart / Secretome)	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_M06	Kidney	0.08	zone of skin; cervix; kidney; colon	True	True	1.0	Exact Match	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_M07	Kidney	0.064	zone of skin; cervix; kidney; colon	True	True	1.0	Exact Match	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_M08	Ovary	0.0997	zone of skin; cervix; kidney; colon	False	True	0.771	Near-Agreement (Subpart / Secretome)	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_M09	Ovary	0.2252	zone of skin; cervix; kidney; colon	False	True	0.771	Near-Agreement (Subpart / Secretome)	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_M10	Ovary	0.0961	zone of skin; cervix; kidney; colon	False	True	0.771	Near-Agreement (Subpart / Secretome)	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_N01	Ovary	0.0945	zone of skin; cervix; kidney; colon	False	True	0.771	Near-Agreement (Subpart / Secretome)	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_N02	Kidney	0.0575	zone of skin; cervix; kidney; colon	True	True	1.0	Exact Match	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_N03	Kidney	0.0581	zone of skin; cervix; kidney; colon	True	True	1.0	Exact Match	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_N04	Kidney	0.0832	zone of skin; cervix; kidney; colon	True	True	1.0	Exact Match	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_N05	Kidney	0.0969	zone of skin; cervix; kidney; colon	True	True	1.0	Exact Match	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_N06	Kidney	0.067	zone of skin; cervix; kidney; colon	True	True	1.0	Exact Match	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_N07	Kidney	0.0608	zone of skin; cervix; kidney; colon	True	True	1.0	Exact Match	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_N08	Kidney	0.0622	zone of skin; cervix; kidney; colon	True	True	1.0	Exact Match	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_N09	Testis	0.0489	zone of skin; cervix; kidney; colon	False	True	0.6505	Distant Concordance (Organ System)	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_N10	Ovary	0.0765	zone of skin; cervix; kidney; colon	False	True	0.771	Near-Agreement (Subpart / Secretome)	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_O02	Kidney	0.122	zone of skin; cervix; kidney; colon	True	True	1.0	Exact Match	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_O03	Kidney	0.1114	zone of skin; cervix; kidney; colon	True	True	1.0	Exact Match	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_O04	Kidney	0.0703	zone of skin; cervix; kidney; colon	True	True	1.0	Exact Match	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_O05	Kidney	0.0763	zone of skin; cervix; kidney; colon	True	True	1.0	Exact Match	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_O06	Kidney	0.0888	zone of skin; cervix; kidney; colon	True	True	1.0	Exact Match	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_O07	Kidney	0.0639	zone of skin; cervix; kidney; colon	True	True	1.0	Exact Match	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_O08	Ovary	0.0592	zone of skin; cervix; kidney; colon	False	True	0.771	Near-Agreement (Subpart / Secretome)	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_O09	Ovary	0.0875	zone of skin; cervix; kidney; colon	False	True	0.771	Near-Agreement (Subpart / Secretome)	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_O10	Ovary	0.0716	zone of skin; cervix; kidney; colon	False	True	0.771	Near-Agreement (Subpart / Secretome)	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_P01	Kidney	0.1131	zone of skin; cervix; kidney; colon	True	True	1.0	Exact Match	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_P02	Kidney	0.1047	zone of skin; cervix; kidney; colon	True	True	1.0	Exact Match	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_P03	Ovary	0.068	zone of skin; cervix; kidney; colon	False	True	0.771	Near-Agreement (Subpart / Secretome)	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_P04	Kidney	0.0573	zone of skin; cervix; kidney; colon	True	True	1.0	Exact Match	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_P05	Kidney	0.0909	zone of skin; cervix; kidney; colon	True	True	1.0	Exact Match	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_P06	Kidney	0.1031	zone of skin; cervix; kidney; colon	True	True	1.0	Exact Match	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_P07	Kidney	0.072	zone of skin; cervix; kidney; colon	True	True	1.0	Exact Match	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_P08	Testis	0.0669	zone of skin; cervix; kidney; colon	False	True	0.6505	Distant Concordance (Organ System)	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_P09	Ovary	0.0834	zone of skin; cervix; kidney; colon	False	True	0.771	Near-Agreement (Subpart / Secretome)	normal; cervical adenocarcinoma; colon carcinoma
PXD010088	JM_151030_Qex_P10	Salivary gland	0.116	zone of skin; cervix; kidney; colon	False	True	0.5975	Distant Concordance (Organ System)	normal; cervical adenocarcinoma; colon carcinoma
PXD010103	20120530_EXQ1_MaHe_SA_Georg_AP4_KD1_01	Kidney	0.0681	cervix; kidney; adrenal gland	True	True	1.0	Exact Match	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120530_EXQ1_MaHe_SA_Georg_AP4_KD1_02	Skeletal muscle	0.0427	cervix; kidney; adrenal gland	False	True	0.4245	Distant Concordance (Organ System)	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120530_EXQ1_MaHe_SA_Georg_AP4_KD1_03	B-cells	0.0533	cervix; kidney; adrenal gland	False	True	0.34	True Conflict	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120530_EXQ1_MaHe_SA_Georg_AP4_KD1_04	Bone marrow	0.1147	cervix; kidney; adrenal gland	False	True	0.3601	Distant Concordance (Organ System)	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120530_EXQ1_MaHe_SA_Georg_AP4_KD1_05	Liver	0.0561	cervix; kidney; adrenal gland	False	True	0.7611	Near-Agreement (Subpart / Secretome)	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120530_EXQ1_MaHe_SA_Georg_AP4_KD1_06	Liver	0.0654	cervix; kidney; adrenal gland	False	True	0.7611	Near-Agreement (Subpart / Secretome)	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120530_EXQ1_MaHe_SA_Georg_AP4_KD1_07	Salivary gland	0.0524	cervix; kidney; adrenal gland	False	True	0.5975	Distant Concordance (Organ System)	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120607_EXQ1_MaHe_SA_Georg_AP4_KD1_2012_rerun_01	Kidney	0.0682	cervix; kidney; adrenal gland	True	True	1.0	Exact Match	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120607_EXQ1_MaHe_SA_Georg_AP4_KD1_2012_rerun_02	Kidney	0.0779	cervix; kidney; adrenal gland	True	True	1.0	Exact Match	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120607_EXQ1_MaHe_SA_Georg_AP4_KD1_2012_rerun_03	Bone marrow	0.1577	cervix; kidney; adrenal gland	False	True	0.3601	Distant Concordance (Organ System)	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120607_EXQ1_MaHe_SA_Georg_AP4_KD1_2012_rerun_04	Kidney	0.066	cervix; kidney; adrenal gland	True	True	1.0	Exact Match	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120607_EXQ1_MaHe_SA_Georg_AP4_KD1_2012_rerun_05	Placenta	0.0896	cervix; kidney; adrenal gland	False	True	0.7987	Near-Agreement (Subpart / Secretome)	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120607_EXQ1_MaHe_SA_Georg_AP4_KD1_2012_rerun_06	Liver	0.0545	cervix; kidney; adrenal gland	False	True	0.7611	Near-Agreement (Subpart / Secretome)	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120607_EXQ1_MaHe_SA_Georg_AP4_KD1_2012_rerun_07	Liver	0.0585	cervix; kidney; adrenal gland	False	True	0.7611	Near-Agreement (Subpart / Secretome)	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120607_EXQ1_MaHe_SA_Georg_AP4_KD1_2012_rerun_08	Liver	0.0682	cervix; kidney; adrenal gland	False	True	0.7611	Near-Agreement (Subpart / Secretome)	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120607_EXQ1_MaHe_SA_Georg_AP4_KD1_2012_rerun_09	Testis	0.0824	cervix; kidney; adrenal gland	False	True	0.6505	Distant Concordance (Organ System)	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120607_EXQ1_MaHe_SA_Georg_AP4_KD1_2012_rerun_10	Ovary	0.0863	cervix; kidney; adrenal gland	False	True	0.771	Near-Agreement (Subpart / Secretome)	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120607_EXQ1_MaHe_SA_Georg_AP4_KD2_2011_01	Kidney	0.0803	cervix; kidney; adrenal gland	True	True	1.0	Exact Match	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120607_EXQ1_MaHe_SA_Georg_AP4_KD2_2011_02	Kidney	0.0727	cervix; kidney; adrenal gland	True	True	1.0	Exact Match	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120607_EXQ1_MaHe_SA_Georg_AP4_KD2_2011_03	Bone marrow	0.1472	cervix; kidney; adrenal gland	False	True	0.3601	Distant Concordance (Organ System)	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120607_EXQ1_MaHe_SA_Georg_AP4_KD2_2011_04	Testis	0.067	cervix; kidney; adrenal gland	False	True	0.6505	Distant Concordance (Organ System)	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120607_EXQ1_MaHe_SA_Georg_AP4_KD2_2011_05	Bone marrow	0.1296	cervix; kidney; adrenal gland	False	True	0.3601	Distant Concordance (Organ System)	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120607_EXQ1_MaHe_SA_Georg_AP4_KD2_2011_06	Brain	0.1137	cervix; kidney; adrenal gland	False	True	0.3432	Distant Concordance (Organ System)	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120607_EXQ1_MaHe_SA_Georg_AP4_KD2_2011_07	Liver	0.0525	cervix; kidney; adrenal gland	False	True	0.7611	Near-Agreement (Subpart / Secretome)	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120607_EXQ1_MaHe_SA_Georg_AP4_KD2_2011_08	Oviduct	0.1093	cervix; kidney; adrenal gland	False	True	0.8053	Near-Agreement (Subpart / Secretome)	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120607_EXQ1_MaHe_SA_Georg_AP4_KD2_2011_09	Salivary gland	0.0506	cervix; kidney; adrenal gland	False	True	0.5975	Distant Concordance (Organ System)	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120607_EXQ1_MaHe_SA_Georg_AP4_KD2_2011_10	Pituitary gland	0.0595	cervix; kidney; adrenal gland	False	True	0.8581	Near-Agreement (Subpart / Secretome)	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120612_EXQ1_MaHe_SA_Georg_TepsinGFP_IP_Reverse_01	Kidney	0.0734	cervix; kidney; adrenal gland	True	True	1.0	Exact Match	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120612_EXQ1_MaHe_SA_Georg_TepsinGFP_IP_Reverse_02	Testis	0.0608	cervix; kidney; adrenal gland	False	True	0.6505	Distant Concordance (Organ System)	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120612_EXQ1_MaHe_SA_Georg_TepsinGFP_IP_Reverse_03	Kidney	0.0786	cervix; kidney; adrenal gland	True	True	1.0	Exact Match	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120612_EXQ1_MaHe_SA_Georg_TepsinGFP_IP_Reverse_04	Kidney	0.0927	cervix; kidney; adrenal gland	True	True	1.0	Exact Match	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120612_EXQ1_MaHe_SA_Georg_TepsinGFP_IP_Reverse_05	Kidney	0.0862	cervix; kidney; adrenal gland	True	True	1.0	Exact Match	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120612_EXQ1_MaHe_SA_Georg_TepsinGFP_IP_S_Forward_01	Kidney	0.071	cervix; kidney; adrenal gland	True	True	1.0	Exact Match	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120612_EXQ1_MaHe_SA_Georg_TepsinGFP_IP_S_Forward_02	Testis	0.063	cervix; kidney; adrenal gland	False	True	0.6505	Distant Concordance (Organ System)	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120612_EXQ1_MaHe_SA_Georg_TepsinGFP_IP_S_Forward_03	Testis	0.0868	cervix; kidney; adrenal gland	False	True	0.6505	Distant Concordance (Organ System)	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120612_EXQ1_MaHe_SA_Georg_TepsinGFP_IP_S_Forward_04	Heart	0.0623	cervix; kidney; adrenal gland	False	True	0.5786	Near-Agreement (Subpart / Secretome)	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120614_EXQ1_MaHe_SA_Georg_TepsinGFP_IP_Reverse_rerun_01	Oviduct	0.1214	cervix; kidney; adrenal gland	False	True	0.8053	Near-Agreement (Subpart / Secretome)	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120614_EXQ1_MaHe_SA_Georg_TepsinGFP_IP_Reverse_rerun_02	Testis	0.057	cervix; kidney; adrenal gland	False	True	0.6505	Distant Concordance (Organ System)	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120614_EXQ1_MaHe_SA_Georg_TepsinGFP_IP_Reverse_rerun_03	Testis	0.0724	cervix; kidney; adrenal gland	False	True	0.6505	Distant Concordance (Organ System)	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120614_EXQ1_MaHe_SA_Georg_TepsinGFP_IP_Reverse_rerun_04	Kidney	0.0815	cervix; kidney; adrenal gland	True	True	1.0	Exact Match	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120614_EXQ1_MaHe_SA_Georg_TepsinGFP_IP_Reverse_rerun_05	Kidney	0.0973	cervix; kidney; adrenal gland	True	True	1.0	Exact Match	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120614_EXQ1_MaHe_SA_Georg_TepsinGFP_IP_S_Forward_rerun_01	Kidney	0.0831	cervix; kidney; adrenal gland	True	True	1.0	Exact Match	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120614_EXQ1_MaHe_SA_Georg_TepsinGFP_IP_S_Forward_rerun_02	Lymph node	0.0404	cervix; kidney; adrenal gland	False	True	0.7193	Near-Agreement (Subpart / Secretome)	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120614_EXQ1_MaHe_SA_Georg_TepsinGFP_IP_S_Forward_rerun_03	Testis	0.1036	cervix; kidney; adrenal gland	False	True	0.6505	Distant Concordance (Organ System)	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120614_EXQ1_MaHe_SA_Georg_TepsinGFP_IP_S_Forward_rerun_04	Kidney	0.0939	cervix; kidney; adrenal gland	True	True	1.0	Exact Match	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120614_EXQ1_MaHe_SA_Georg_TepsinGFP_IP_S_Forward_rerun_05	Kidney	0.0999	cervix; kidney; adrenal gland	True	True	1.0	Exact Match	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120622_EXQ3_MaHe_SA_Georg_AP4_KS1_01	Bone marrow	0.1545	cervix; kidney; adrenal gland	False	True	0.3601	Distant Concordance (Organ System)	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120622_EXQ3_MaHe_SA_Georg_AP4_KS1_02	Bone marrow	0.1795	cervix; kidney; adrenal gland	False	True	0.3601	Distant Concordance (Organ System)	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120622_EXQ3_MaHe_SA_Georg_AP4_KS1_03	Bone marrow	0.1677	cervix; kidney; adrenal gland	False	True	0.3601	Distant Concordance (Organ System)	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120622_EXQ3_MaHe_SA_Georg_AP4_KS1_04	Bone marrow	0.1709	cervix; kidney; adrenal gland	False	True	0.3601	Distant Concordance (Organ System)	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120622_EXQ3_MaHe_SA_Georg_AP4_KS1_05	Testis	0.1093	cervix; kidney; adrenal gland	False	True	0.6505	Distant Concordance (Organ System)	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120622_EXQ3_MaHe_SA_Georg_AP4_KS1_06	Bone marrow	0.1035	cervix; kidney; adrenal gland	False	True	0.3601	Distant Concordance (Organ System)	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120622_EXQ3_MaHe_SA_Georg_AP4_KS1_07	B-cells	0.0693	cervix; kidney; adrenal gland	False	True	0.34	True Conflict	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120622_EXQ3_MaHe_SA_Georg_AP4_KS1_08	Liver	0.059	cervix; kidney; adrenal gland	False	True	0.7611	Near-Agreement (Subpart / Secretome)	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120622_EXQ3_MaHe_SA_Georg_AP4_KS1_09	Liver	0.0901	cervix; kidney; adrenal gland	False	True	0.7611	Near-Agreement (Subpart / Secretome)	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120622_EXQ3_MaHe_SA_Georg_AP4_KS1_10	Testis	0.0525	cervix; kidney; adrenal gland	False	True	0.6505	Distant Concordance (Organ System)	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120622_EXQ3_MaHe_SA_Georg_AP4_KS1_rerun_01	Bone marrow	0.1632	cervix; kidney; adrenal gland	False	True	0.3601	Distant Concordance (Organ System)	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120622_EXQ3_MaHe_SA_Georg_AP4_KS1_rerun_02	Bone marrow	0.176	cervix; kidney; adrenal gland	False	True	0.3601	Distant Concordance (Organ System)	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120622_EXQ3_MaHe_SA_Georg_AP4_KS1_rerun_03	Bone marrow	0.1643	cervix; kidney; adrenal gland	False	True	0.3601	Distant Concordance (Organ System)	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120622_EXQ3_MaHe_SA_Georg_AP4_KS1_rerun_04	Bone marrow	0.1649	cervix; kidney; adrenal gland	False	True	0.3601	Distant Concordance (Organ System)	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120622_EXQ3_MaHe_SA_Georg_AP4_KS1_rerun_05	Bone marrow	0.1115	cervix; kidney; adrenal gland	False	True	0.3601	Distant Concordance (Organ System)	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120622_EXQ3_MaHe_SA_Georg_AP4_KS1_rerun_06	Bone marrow	0.1095	cervix; kidney; adrenal gland	False	True	0.3601	Distant Concordance (Organ System)	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120622_EXQ3_MaHe_SA_Georg_AP4_KS1_rerun_07	B-cells	0.0691	cervix; kidney; adrenal gland	False	True	0.34	True Conflict	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120622_EXQ3_MaHe_SA_Georg_AP4_KS1_rerun_08	Skeletal muscle	0.0474	cervix; kidney; adrenal gland	False	True	0.4245	Distant Concordance (Organ System)	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120622_EXQ3_MaHe_SA_Georg_AP4_KS1_rerun_09	Brain	0.1161	cervix; kidney; adrenal gland	False	True	0.3432	Distant Concordance (Organ System)	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120622_EXQ3_MaHe_SA_Georg_AP4_KS1_rerun_10	Pituitary gland	0.0709	cervix; kidney; adrenal gland	False	True	0.8581	Near-Agreement (Subpart / Secretome)	cervical adenocarcinoma; normal; neuroblastoma
PXD010103	20120629_EXQ3_MaHe_SA_Georg_AP4_KD3_01	Kidney	0.062	cervix; kidney; adrenal gland	True	True	1.0	Exact Match	cervical adenocarcinoma; normal; neuroblastoma
