pxd,run,coverage,scoring_mode,usable,k,cand_classes,pred_tissue,confidence,assigned,assigned_conf,tissue_source,label_class
PXD005693,151112-MClass-15-3407-01-AKZ,0.1219,predict_proba,True,2,"['Colon', 'Liver']",Ovary,0.1059,,,hamlet-multi,
PXD005693,151112-MClass-15-3408-01-AKZ,0.1353,predict_proba,True,2,"['Colon', 'Liver']",Colon,0.1595,Colon,0.1595,hamlet-multi,
PXD005693,151112-MClass-15-3409-01-AKZ,0.1673,predict_proba,True,2,"['Colon', 'Liver']",Colon,0.3439,Colon,0.3439,hamlet-multi,
PXD005693,151112-MClass-15-3410-01-AKZ,0.2077,predict_proba,True,2,"['Colon', 'Liver']",Monocytes,0.1411,,,hamlet-multi,
PXD005693,151112-MClass-15-3411-01-AKZ,0.1836,predict_proba,True,2,"['Colon', 'Liver']",Colon,0.3281,Colon,0.3281,hamlet-multi,
PXD005693,151112-MClass-15-3412-01-AKZ,0.2624,predict_proba,True,2,"['Colon', 'Liver']",Colon,0.1457,Colon,0.1457,hamlet-multi,
PXD005693,151112-MClass-15-3413-01-AKZ,0.2173,predict_proba,True,2,"['Colon', 'Liver']",Colon,0.3422,Colon,0.3422,hamlet-multi,
PXD005693,151112-MClass-15-3414-01-AKZ,0.2959,predict_proba,True,2,"['Colon', 'Liver']",Colon,0.1573,Colon,0.1573,hamlet-multi,
PXD005693,151112-MClass-15-3415-01-AKZ,0.2117,predict_proba,True,2,"['Colon', 'Liver']",Colon,0.3107,Colon,0.3107,hamlet-multi,
PXD005693,151112-MClass-15-3416-01-AKZ,0.2786,predict_proba,True,2,"['Colon', 'Liver']",Monocytes,0.1117,Colon,0.0875,hamlet-multi,
PXD005693,151112-MClass-15-3417-01-AKZ,0.1609,predict_proba,True,2,"['Colon', 'Liver']",Colon,0.2498,Colon,0.2498,hamlet-multi,
PXD005693,151112-MClass-15-3418-01-AKZ,0.0945,shap_penalty1,False,2,"['Colon', 'Liver']",Nasal Polyps,0.0926,Colon,0.0685,hamlet-multi,
PXD005693,151112-MClass-15-3419-01-AKZ,0.0988,shap_penalty1,False,2,"['Colon', 'Liver']",Stomach,0.0709,,,hamlet-multi,
PXD006401,10_HE2_2,0.1836,predict_proba,True,2,"['Kidney', 'Tonsil']",Tonsil,0.2136,Tonsil,0.2136,sdrf,Tonsil
PXD006401,11_hematoxylin2_1,0.1771,predict_proba,True,2,"['Kidney', 'Tonsil']",Tonsil,0.1792,Tonsil,0.1792,sdrf,Tonsil
PXD006401,12_hematoxylin2_2,0.2091,predict_proba,True,2,"['Kidney', 'Tonsil']",Tonsil,0.2149,Tonsil,0.2149,sdrf,Tonsil
PXD006401,13_hemalaun2_1,0.1753,predict_proba,True,2,"['Kidney', 'Tonsil']",Tonsil,0.1829,Tonsil,0.1829,sdrf,Tonsil
PXD006401,14_hemalaun2_2,0.1977,predict_proba,True,2,"['Kidney', 'Tonsil']",Tonsil,0.2267,Tonsil,0.2267,sdrf,Tonsil
PXD006401,15_unstained2_1,0.202,predict_proba,True,2,"['Kidney', 'Tonsil']",Tonsil,0.2244,Tonsil,0.2244,sdrf,Tonsil
PXD006401,16_unstained2_2,0.1781,predict_proba,True,2,"['Kidney', 'Tonsil']",Tonsil,0.1922,Tonsil,0.1922,sdrf,Tonsil
PXD006401,1_HE1_1,0.1594,predict_proba,True,2,"['Kidney', 'Tonsil']",Tonsil,0.1966,Tonsil,0.1966,sdrf,Tonsil
PXD006401,2_HE1_2,0.1773,predict_proba,True,2,"['Kidney', 'Tonsil']",Tonsil,0.2495,Tonsil,0.2495,sdrf,Tonsil
PXD006401,3_hematoxylin1_1,0.2071,predict_proba,True,2,"['Kidney', 'Tonsil']",Tonsil,0.2489,Tonsil,0.2489,sdrf,Tonsil
PXD006401,4_hematoxylin1_2,0.1775,predict_proba,True,2,"['Kidney', 'Tonsil']",Tonsil,0.1913,Tonsil,0.1913,sdrf,Tonsil
PXD006401,5_hemalaun1_1,0.1913,predict_proba,True,2,"['Kidney', 'Tonsil']",Tonsil,0.239,Tonsil,0.239,sdrf,Tonsil
PXD006401,6_hemalaun1_2,0.2111,predict_proba,True,2,"['Kidney', 'Tonsil']",Tonsil,0.2215,Tonsil,0.2215,sdrf,Tonsil
PXD006401,9_HE2_1,0.1657,predict_proba,True,2,"['Kidney', 'Tonsil']",Tonsil,0.2417,Tonsil,0.2417,sdrf,Tonsil
PXD010154,PXD010154-V102,0.7643,predict_proba,True,28,"['Adipose tissue', 'Adrenal gland', 'Appendix', 'Bone marrow', 'Brain', 'Colon', 'Duodenum', 'Endometrium', 'Esophagus', 'Heart', 'Kidney', 'Liver', 'Lung', 'Lymph node', 'Ovary', 'Oviduct', 'Pituitary gland', 'Placenta', 'Prostate', 'Rectum', 'Salivary gland', 'Small intestine', 'Spleen', 'Stomach', 'Testis', 'Thyroid', 'Tonsil', 'Urinary bladder']",Brain,0.8047,Brain,0.8047,hamlet-multi,
PXD010154,PXD010154-V122,0.7918,predict_proba,True,28,"['Adipose tissue', 'Adrenal gland', 'Appendix', 'Bone marrow', 'Brain', 'Colon', 'Duodenum', 'Endometrium', 'Esophagus', 'Heart', 'Kidney', 'Liver', 'Lung', 'Lymph node', 'Ovary', 'Oviduct', 'Pituitary gland', 'Placenta', 'Prostate', 'Rectum', 'Salivary gland', 'Small intestine', 'Spleen', 'Stomach', 'Testis', 'Thyroid', 'Tonsil', 'Urinary bladder']",Adrenal gland,0.5768,Adrenal gland,0.5768,hamlet-multi,
PXD010154,PXD010154-V128,0.719,predict_proba,True,28,"['Adipose tissue', 'Adrenal gland', 'Appendix', 'Bone marrow', 'Brain', 'Colon', 'Duodenum', 'Endometrium', 'Esophagus', 'Heart', 'Kidney', 'Liver', 'Lung', 'Lymph node', 'Ovary', 'Oviduct', 'Pituitary gland', 'Placenta', 'Prostate', 'Rectum', 'Salivary gland', 'Small intestine', 'Spleen', 'Stomach', 'Testis', 'Thyroid', 'Tonsil', 'Urinary bladder']",Prostate,0.5547,Prostate,0.5547,hamlet-multi,
PXD010154,PXD010154-V133,0.8317,predict_proba,True,28,"['Adipose tissue', 'Adrenal gland', 'Appendix', 'Bone marrow', 'Brain', 'Colon', 'Duodenum', 'Endometrium', 'Esophagus', 'Heart', 'Kidney', 'Liver', 'Lung', 'Lymph node', 'Ovary', 'Oviduct', 'Pituitary gland', 'Placenta', 'Prostate', 'Rectum', 'Salivary gland', 'Small intestine', 'Spleen', 'Stomach', 'Testis', 'Thyroid', 'Tonsil', 'Urinary bladder']",Lung,0.2144,Lung,0.2144,hamlet-multi,
PXD010154,PXD010154-V134,0.7739,predict_proba,True,28,"['Adipose tissue', 'Adrenal gland', 'Appendix', 'Bone marrow', 'Brain', 'Colon', 'Duodenum', 'Endometrium', 'Esophagus', 'Heart', 'Kidney', 'Liver', 'Lung', 'Lymph node', 'Ovary', 'Oviduct', 'Pituitary gland', 'Placenta', 'Prostate', 'Rectum', 'Salivary gland', 'Small intestine', 'Spleen', 'Stomach', 'Testis', 'Thyroid', 'Tonsil', 'Urinary bladder']",Testis,0.7648,Testis,0.7648,hamlet-multi,
PXD010154,PXD010154-V145,0.7966,predict_proba,True,28,"['Adipose tissue', 'Adrenal gland', 'Appendix', 'Bone marrow', 'Brain', 'Colon', 'Duodenum', 'Endometrium', 'Esophagus', 'Heart', 'Kidney', 'Liver', 'Lung', 'Lymph node', 'Ovary', 'Oviduct', 'Pituitary gland', 'Placenta', 'Prostate', 'Rectum', 'Salivary gland', 'Small intestine', 'Spleen', 'Stomach', 'Testis', 'Thyroid', 'Tonsil', 'Urinary bladder']",Small intestine,0.3037,Small intestine,0.3037,hamlet-multi,
PXD010154,PXD010154-V151,0.7939,predict_proba,True,28,"['Adipose tissue', 'Adrenal gland', 'Appendix', 'Bone marrow', 'Brain', 'Colon', 'Duodenum', 'Endometrium', 'Esophagus', 'Heart', 'Kidney', 'Liver', 'Lung', 'Lymph node', 'Ovary', 'Oviduct', 'Pituitary gland', 'Placenta', 'Prostate', 'Rectum', 'Salivary gland', 'Small intestine', 'Spleen', 'Stomach', 'Testis', 'Thyroid', 'Tonsil', 'Urinary bladder']",Small intestine,0.6323,Small intestine,0.6323,hamlet-multi,
PXD010154,PXD010154-V154,0.6325,predict_proba,True,28,"['Adipose tissue', 'Adrenal gland', 'Appendix', 'Bone marrow', 'Brain', 'Colon', 'Duodenum', 'Endometrium', 'Esophagus', 'Heart', 'Kidney', 'Liver', 'Lung', 'Lymph node', 'Ovary', 'Oviduct', 'Pituitary gland', 'Placenta', 'Prostate', 'Rectum', 'Salivary gland', 'Small intestine', 'Spleen', 'Stomach', 'Testis', 'Thyroid', 'Tonsil', 'Urinary bladder']",Appendix,0.1706,Appendix,0.1706,hamlet-multi,
PXD010154,PXD010154-V176,0.7197,predict_proba,True,28,"['Adipose tissue', 'Adrenal gland', 'Appendix', 'Bone marrow', 'Brain', 'Colon', 'Duodenum', 'Endometrium', 'Esophagus', 'Heart', 'Kidney', 'Liver', 'Lung', 'Lymph node', 'Ovary', 'Oviduct', 'Pituitary gland', 'Placenta', 'Prostate', 'Rectum', 'Salivary gland', 'Small intestine', 'Spleen', 'Stomach', 'Testis', 'Thyroid', 'Tonsil', 'Urinary bladder']",Urinary bladder,0.1969,Urinary bladder,0.1969,hamlet-multi,
PXD010154,PXD010154-V179,0.726,predict_proba,True,28,"['Adipose tissue', 'Adrenal gland', 'Appendix', 'Bone marrow', 'Brain', 'Colon', 'Duodenum', 'Endometrium', 'Esophagus', 'Heart', 'Kidney', 'Liver', 'Lung', 'Lymph node', 'Ovary', 'Oviduct', 'Pituitary gland', 'Placenta', 'Prostate', 'Rectum', 'Salivary gland', 'Small intestine', 'Spleen', 'Stomach', 'Testis', 'Thyroid', 'Tonsil', 'Urinary bladder']",Lung,0.1118,Lung,0.1118,hamlet-multi,
PXD010154,PXD010154-V184,0.7023,predict_proba,True,28,"['Adipose tissue', 'Adrenal gland', 'Appendix', 'Bone marrow', 'Brain', 'Colon', 'Duodenum', 'Endometrium', 'Esophagus', 'Heart', 'Kidney', 'Liver', 'Lung', 'Lymph node', 'Ovary', 'Oviduct', 'Pituitary gland', 'Placenta', 'Prostate', 'Rectum', 'Salivary gland', 'Small intestine', 'Spleen', 'Stomach', 'Testis', 'Thyroid', 'Tonsil', 'Urinary bladder']",Esophagus,0.321,Esophagus,0.321,hamlet-multi,
PXD010154,PXD010154-V191,0.6514,predict_proba,True,28,"['Adipose tissue', 'Adrenal gland', 'Appendix', 'Bone marrow', 'Brain', 'Colon', 'Duodenum', 'Endometrium', 'Esophagus', 'Heart', 'Kidney', 'Liver', 'Lung', 'Lymph node', 'Ovary', 'Oviduct', 'Pituitary gland', 'Placenta', 'Prostate', 'Rectum', 'Salivary gland', 'Small intestine', 'Spleen', 'Stomach', 'Testis', 'Thyroid', 'Tonsil', 'Urinary bladder']",Heart,0.6635,Heart,0.6635,hamlet-multi,
PXD010154,PXD010154-V193,0.6951,predict_proba,True,28,"['Adipose tissue', 'Adrenal gland', 'Appendix', 'Bone marrow', 'Brain', 'Colon', 'Duodenum', 'Endometrium', 'Esophagus', 'Heart', 'Kidney', 'Liver', 'Lung', 'Lymph node', 'Ovary', 'Oviduct', 'Pituitary gland', 'Placenta', 'Prostate', 'Rectum', 'Salivary gland', 'Small intestine', 'Spleen', 'Stomach', 'Testis', 'Thyroid', 'Tonsil', 'Urinary bladder']",Lymph node,0.1691,Lymph node,0.1691,hamlet-multi,
PXD010154,PXD010154-V196,0.7225,predict_proba,True,28,"['Adipose tissue', 'Adrenal gland', 'Appendix', 'Bone marrow', 'Brain', 'Colon', 'Duodenum', 'Endometrium', 'Esophagus', 'Heart', 'Kidney', 'Liver', 'Lung', 'Lymph node', 'Ovary', 'Oviduct', 'Pituitary gland', 'Placenta', 'Prostate', 'Rectum', 'Salivary gland', 'Small intestine', 'Spleen', 'Stomach', 'Testis', 'Thyroid', 'Tonsil', 'Urinary bladder']",Thyroid,0.4948,Thyroid,0.4948,hamlet-multi,
PXD010154,PXD010154-V200,0.7224,predict_proba,True,28,"['Adipose tissue', 'Adrenal gland', 'Appendix', 'Bone marrow', 'Brain', 'Colon', 'Duodenum', 'Endometrium', 'Esophagus', 'Heart', 'Kidney', 'Liver', 'Lung', 'Lymph node', 'Ovary', 'Oviduct', 'Pituitary gland', 'Placenta', 'Prostate', 'Rectum', 'Salivary gland', 'Small intestine', 'Spleen', 'Stomach', 'Testis', 'Thyroid', 'Tonsil', 'Urinary bladder']",Endometrium,0.1524,Endometrium,0.1524,hamlet-multi,
PXD010154,PXD010154-V223,0.7434,predict_proba,True,28,"['Adipose tissue', 'Adrenal gland', 'Appendix', 'Bone marrow', 'Brain', 'Colon', 'Duodenum', 'Endometrium', 'Esophagus', 'Heart', 'Kidney', 'Liver', 'Lung', 'Lymph node', 'Ovary', 'Oviduct', 'Pituitary gland', 'Placenta', 'Prostate', 'Rectum', 'Salivary gland', 'Small intestine', 'Spleen', 'Stomach', 'Testis', 'Thyroid', 'Tonsil', 'Urinary bladder']",Placenta,0.8085,Placenta,0.8085,hamlet-multi,
PXD010154,PXD010154-V229,0.6439,predict_proba,True,28,"['Adipose tissue', 'Adrenal gland', 'Appendix', 'Bone marrow', 'Brain', 'Colon', 'Duodenum', 'Endometrium', 'Esophagus', 'Heart', 'Kidney', 'Liver', 'Lung', 'Lymph node', 'Ovary', 'Oviduct', 'Pituitary gland', 'Placenta', 'Prostate', 'Rectum', 'Salivary gland', 'Small intestine', 'Spleen', 'Stomach', 'Testis', 'Thyroid', 'Tonsil', 'Urinary bladder']",Lung,0.0782,Lung,0.0782,hamlet-multi,
PXD010154,PXD010154-V233,0.7056,predict_proba,True,28,"['Adipose tissue', 'Adrenal gland', 'Appendix', 'Bone marrow', 'Brain', 'Colon', 'Duodenum', 'Endometrium', 'Esophagus', 'Heart', 'Kidney', 'Liver', 'Lung', 'Lymph node', 'Ovary', 'Oviduct', 'Pituitary gland', 'Placenta', 'Prostate', 'Rectum', 'Salivary gland', 'Small intestine', 'Spleen', 'Stomach', 'Testis', 'Thyroid', 'Tonsil', 'Urinary bladder']",Ovary,0.3607,Ovary,0.3607,hamlet-multi,
PXD010154,PXD010154-V240,0.7699,predict_proba,True,28,"['Adipose tissue', 'Adrenal gland', 'Appendix', 'Bone marrow', 'Brain', 'Colon', 'Duodenum', 'Endometrium', 'Esophagus', 'Heart', 'Kidney', 'Liver', 'Lung', 'Lymph node', 'Ovary', 'Oviduct', 'Pituitary gland', 'Placenta', 'Prostate', 'Rectum', 'Salivary gland', 'Small intestine', 'Spleen', 'Stomach', 'Testis', 'Thyroid', 'Tonsil', 'Urinary bladder']",Salivary gland,0.5844,Salivary gland,0.5844,hamlet-multi,
PXD010154,PXD010154-V262,0.6735,predict_proba,True,28,"['Adipose tissue', 'Adrenal gland', 'Appendix', 'Bone marrow', 'Brain', 'Colon', 'Duodenum', 'Endometrium', 'Esophagus', 'Heart', 'Kidney', 'Liver', 'Lung', 'Lymph node', 'Ovary', 'Oviduct', 'Pituitary gland', 'Placenta', 'Prostate', 'Rectum', 'Salivary gland', 'Small intestine', 'Spleen', 'Stomach', 'Testis', 'Thyroid', 'Tonsil', 'Urinary bladder']",Placenta,0.6957,Placenta,0.6957,hamlet-multi,
PXD010154,PXD010154-V266,0.7001,predict_proba,True,28,"['Adipose tissue', 'Adrenal gland', 'Appendix', 'Bone marrow', 'Brain', 'Colon', 'Duodenum', 'Endometrium', 'Esophagus', 'Heart', 'Kidney', 'Liver', 'Lung', 'Lymph node', 'Ovary', 'Oviduct', 'Pituitary gland', 'Placenta', 'Prostate', 'Rectum', 'Salivary gland', 'Small intestine', 'Spleen', 'Stomach', 'Testis', 'Thyroid', 'Tonsil', 'Urinary bladder']",Smooth muscle,0.1424,Endometrium,0.1134,hamlet-multi,
PXD010154,PXD010154-V269,0.7438,predict_proba,True,28,"['Adipose tissue', 'Adrenal gland', 'Appendix', 'Bone marrow', 'Brain', 'Colon', 'Duodenum', 'Endometrium', 'Esophagus', 'Heart', 'Kidney', 'Liver', 'Lung', 'Lymph node', 'Ovary', 'Oviduct', 'Pituitary gland', 'Placenta', 'Prostate', 'Rectum', 'Salivary gland', 'Small intestine', 'Spleen', 'Stomach', 'Testis', 'Thyroid', 'Tonsil', 'Urinary bladder']",Colon,0.5184,Colon,0.5184,hamlet-multi,
PXD010154,PXD010154-V277,0.8023,predict_proba,True,28,"['Adipose tissue', 'Adrenal gland', 'Appendix', 'Bone marrow', 'Brain', 'Colon', 'Duodenum', 'Endometrium', 'Esophagus', 'Heart', 'Kidney', 'Liver', 'Lung', 'Lymph node', 'Ovary', 'Oviduct', 'Pituitary gland', 'Placenta', 'Prostate', 'Rectum', 'Salivary gland', 'Small intestine', 'Spleen', 'Stomach', 'Testis', 'Thyroid', 'Tonsil', 'Urinary bladder']",Oviduct,0.4504,Oviduct,0.4504,hamlet-multi,
PXD010154,PXD010154-V289,0.6352,predict_proba,True,28,"['Adipose tissue', 'Adrenal gland', 'Appendix', 'Bone marrow', 'Brain', 'Colon', 'Duodenum', 'Endometrium', 'Esophagus', 'Heart', 'Kidney', 'Liver', 'Lung', 'Lymph node', 'Ovary', 'Oviduct', 'Pituitary gland', 'Placenta', 'Prostate', 'Rectum', 'Salivary gland', 'Small intestine', 'Spleen', 'Stomach', 'Testis', 'Thyroid', 'Tonsil', 'Urinary bladder']",Liver,0.8261,Liver,0.8261,hamlet-multi,
PXD010154,PXD010154-V290,0.7011,predict_proba,True,28,"['Adipose tissue', 'Adrenal gland', 'Appendix', 'Bone marrow', 'Brain', 'Colon', 'Duodenum', 'Endometrium', 'Esophagus', 'Heart', 'Kidney', 'Liver', 'Lung', 'Lymph node', 'Ovary', 'Oviduct', 'Pituitary gland', 'Placenta', 'Prostate', 'Rectum', 'Salivary gland', 'Small intestine', 'Spleen', 'Stomach', 'Testis', 'Thyroid', 'Tonsil', 'Urinary bladder']",Liver,0.9325,Liver,0.9325,hamlet-multi,
PXD010154,PXD010154-V291,0.6264,predict_proba,True,28,"['Adipose tissue', 'Adrenal gland', 'Appendix', 'Bone marrow', 'Brain', 'Colon', 'Duodenum', 'Endometrium', 'Esophagus', 'Heart', 'Kidney', 'Liver', 'Lung', 'Lymph node', 'Ovary', 'Oviduct', 'Pituitary gland', 'Placenta', 'Prostate', 'Rectum', 'Salivary gland', 'Small intestine', 'Spleen', 'Stomach', 'Testis', 'Thyroid', 'Tonsil', 'Urinary bladder']",Colon,0.1243,Colon,0.1243,hamlet-multi,
PXD010154,PXD010154-V293,0.766,predict_proba,True,28,"['Adipose tissue', 'Adrenal gland', 'Appendix', 'Bone marrow', 'Brain', 'Colon', 'Duodenum', 'Endometrium', 'Esophagus', 'Heart', 'Kidney', 'Liver', 'Lung', 'Lymph node', 'Ovary', 'Oviduct', 'Pituitary gland', 'Placenta', 'Prostate', 'Rectum', 'Salivary gland', 'Small intestine', 'Spleen', 'Stomach', 'Testis', 'Thyroid', 'Tonsil', 'Urinary bladder']",Tonsil,0.316,Tonsil,0.316,hamlet-multi,
PXD010154,PXD010154-V296,0.6424,predict_proba,True,28,"['Adipose tissue', 'Adrenal gland', 'Appendix', 'Bone marrow', 'Brain', 'Colon', 'Duodenum', 'Endometrium', 'Esophagus', 'Heart', 'Kidney', 'Liver', 'Lung', 'Lymph node', 'Ovary', 'Oviduct', 'Pituitary gland', 'Placenta', 'Prostate', 'Rectum', 'Salivary gland', 'Small intestine', 'Spleen', 'Stomach', 'Testis', 'Thyroid', 'Tonsil', 'Urinary bladder']",Stomach,0.5548,Stomach,0.5548,hamlet-multi,
PXD010154,PXD010154-V299,0.702,predict_proba,True,28,"['Adipose tissue', 'Adrenal gland', 'Appendix', 'Bone marrow', 'Brain', 'Colon', 'Duodenum', 'Endometrium', 'Esophagus', 'Heart', 'Kidney', 'Liver', 'Lung', 'Lymph node', 'Ovary', 'Oviduct', 'Pituitary gland', 'Placenta', 'Prostate', 'Rectum', 'Salivary gland', 'Small intestine', 'Spleen', 'Stomach', 'Testis', 'Thyroid', 'Tonsil', 'Urinary bladder']",Lung,0.418,Lung,0.418,hamlet-multi,
PXD010154,PXD010154-V301,0.7433,predict_proba,True,28,"['Adipose tissue', 'Adrenal gland', 'Appendix', 'Bone marrow', 'Brain', 'Colon', 'Duodenum', 'Endometrium', 'Esophagus', 'Heart', 'Kidney', 'Liver', 'Lung', 'Lymph node', 'Ovary', 'Oviduct', 'Pituitary gland', 'Placenta', 'Prostate', 'Rectum', 'Salivary gland', 'Small intestine', 'Spleen', 'Stomach', 'Testis', 'Thyroid', 'Tonsil', 'Urinary bladder']",Esophagus,0.2344,Esophagus,0.2344,hamlet-multi,
PXD010154,PXD010154-V315,0.6588,predict_proba,True,28,"['Adipose tissue', 'Adrenal gland', 'Appendix', 'Bone marrow', 'Brain', 'Colon', 'Duodenum', 'Endometrium', 'Esophagus', 'Heart', 'Kidney', 'Liver', 'Lung', 'Lymph node', 'Ovary', 'Oviduct', 'Pituitary gland', 'Placenta', 'Prostate', 'Rectum', 'Salivary gland', 'Small intestine', 'Spleen', 'Stomach', 'Testis', 'Thyroid', 'Tonsil', 'Urinary bladder']",Adipose tissue,0.3312,Adipose tissue,0.3312,hamlet-multi,
PXD010154,PXD010154-V321,0.7374,predict_proba,True,28,"['Adipose tissue', 'Adrenal gland', 'Appendix', 'Bone marrow', 'Brain', 'Colon', 'Duodenum', 'Endometrium', 'Esophagus', 'Heart', 'Kidney', 'Liver', 'Lung', 'Lymph node', 'Ovary', 'Oviduct', 'Pituitary gland', 'Placenta', 'Prostate', 'Rectum', 'Salivary gland', 'Small intestine', 'Spleen', 'Stomach', 'Testis', 'Thyroid', 'Tonsil', 'Urinary bladder']",Colon,0.4344,Colon,0.4344,hamlet-multi,
PXD010154,PXD010154-V358,0.7603,predict_proba,True,28,"['Adipose tissue', 'Adrenal gland', 'Appendix', 'Bone marrow', 'Brain', 'Colon', 'Duodenum', 'Endometrium', 'Esophagus', 'Heart', 'Kidney', 'Liver', 'Lung', 'Lymph node', 'Ovary', 'Oviduct', 'Pituitary gland', 'Placenta', 'Prostate', 'Rectum', 'Salivary gland', 'Small intestine', 'Spleen', 'Stomach', 'Testis', 'Thyroid', 'Tonsil', 'Urinary bladder']",Liver,0.8937,Liver,0.8937,hamlet-multi,
PXD010154,PXD010154-V359,0.7265,predict_proba,True,28,"['Adipose tissue', 'Adrenal gland', 'Appendix', 'Bone marrow', 'Brain', 'Colon', 'Duodenum', 'Endometrium', 'Esophagus', 'Heart', 'Kidney', 'Liver', 'Lung', 'Lymph node', 'Ovary', 'Oviduct', 'Pituitary gland', 'Placenta', 'Prostate', 'Rectum', 'Salivary gland', 'Small intestine', 'Spleen', 'Stomach', 'Testis', 'Thyroid', 'Tonsil', 'Urinary bladder']",Kidney,0.7619,Kidney,0.7619,hamlet-multi,
PXD010154,PXD010154-V362,0.633,predict_proba,True,28,"['Adipose tissue', 'Adrenal gland', 'Appendix', 'Bone marrow', 'Brain', 'Colon', 'Duodenum', 'Endometrium', 'Esophagus', 'Heart', 'Kidney', 'Liver', 'Lung', 'Lymph node', 'Ovary', 'Oviduct', 'Pituitary gland', 'Placenta', 'Prostate', 'Rectum', 'Salivary gland', 'Small intestine', 'Spleen', 'Stomach', 'Testis', 'Thyroid', 'Tonsil', 'Urinary bladder']",Liver,0.9242,Liver,0.9242,hamlet-multi,
PXD010154,PXD010154-V364,0.4415,predict_proba,True,28,"['Adipose tissue', 'Adrenal gland', 'Appendix', 'Bone marrow', 'Brain', 'Colon', 'Duodenum', 'Endometrium', 'Esophagus', 'Heart', 'Kidney', 'Liver', 'Lung', 'Lymph node', 'Ovary', 'Oviduct', 'Pituitary gland', 'Placenta', 'Prostate', 'Rectum', 'Salivary gland', 'Small intestine', 'Spleen', 'Stomach', 'Testis', 'Thyroid', 'Tonsil', 'Urinary bladder']",Bone marrow,0.5498,Bone marrow,0.5498,hamlet-multi,
PXD010154,PXD010154-V500,0.5994,predict_proba,True,28,"['Adipose tissue', 'Adrenal gland', 'Appendix', 'Bone marrow', 'Brain', 'Colon', 'Duodenum', 'Endometrium', 'Esophagus', 'Heart', 'Kidney', 'Liver', 'Lung', 'Lymph node', 'Ovary', 'Oviduct', 'Pituitary gland', 'Placenta', 'Prostate', 'Rectum', 'Salivary gland', 'Small intestine', 'Spleen', 'Stomach', 'Testis', 'Thyroid', 'Tonsil', 'Urinary bladder']",Pituitary gland,0.7506,Pituitary gland,0.7506,hamlet-multi,
PXD010154,PXD010154-V501,0.7086,predict_proba,True,28,"['Adipose tissue', 'Adrenal gland', 'Appendix', 'Bone marrow', 'Brain', 'Colon', 'Duodenum', 'Endometrium', 'Esophagus', 'Heart', 'Kidney', 'Liver', 'Lung', 'Lymph node', 'Ovary', 'Oviduct', 'Pituitary gland', 'Placenta', 'Prostate', 'Rectum', 'Salivary gland', 'Small intestine', 'Spleen', 'Stomach', 'Testis', 'Thyroid', 'Tonsil', 'Urinary bladder']",Pituitary gland,0.7325,Pituitary gland,0.7325,hamlet-multi,
PXD010154,PXD010154-V82,0.7001,predict_proba,True,28,"['Adipose tissue', 'Adrenal gland', 'Appendix', 'Bone marrow', 'Brain', 'Colon', 'Duodenum', 'Endometrium', 'Esophagus', 'Heart', 'Kidney', 'Liver', 'Lung', 'Lymph node', 'Ovary', 'Oviduct', 'Pituitary gland', 'Placenta', 'Prostate', 'Rectum', 'Salivary gland', 'Small intestine', 'Spleen', 'Stomach', 'Testis', 'Thyroid', 'Tonsil', 'Urinary bladder']",Spleen,0.2853,Spleen,0.2853,hamlet-multi,
PXD010154,PXD010154-V90,0.7737,predict_proba,True,28,"['Adipose tissue', 'Adrenal gland', 'Appendix', 'Bone marrow', 'Brain', 'Colon', 'Duodenum', 'Endometrium', 'Esophagus', 'Heart', 'Kidney', 'Liver', 'Lung', 'Lymph node', 'Ovary', 'Oviduct', 'Pituitary gland', 'Placenta', 'Prostate', 'Rectum', 'Salivary gland', 'Small intestine', 'Spleen', 'Stomach', 'Testis', 'Thyroid', 'Tonsil', 'Urinary bladder']",Stomach,0.4163,Stomach,0.4163,hamlet-multi,
PXD010271,61928_PT_S1_6029_A_13Jan14_Frodo_13-12-03,0.0147,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Pituitary gland,0.1568,,,hamlet-multi,
PXD010271,61928_PT_S1_6051_A_13Jan14_Frodo_13-12-03,0.0095,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Pituitary gland,0.0996,,,hamlet-multi,
PXD010271,61928_PT_S1_6172_A_15Jan14_Frodo_13-12-03,0.0139,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Pituitary gland,0.0768,,,hamlet-multi,
PXD010271,61928_PT_S1_6174_A_15Jan14_Frodo_13-12-03,0.0119,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Pituitary gland,0.1676,,,hamlet-multi,
PXD010271,61928_PT_S1_6196_A_rr_15Jan14_Frodo_13-12-03,0.0261,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Pituitary gland,0.0811,,,hamlet-multi,
PXD010271,61928_PT_S1_6211_A_15Jan14_Frodo_13-12-03,0.0114,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Pituitary gland,0.1628,,,hamlet-multi,
PXD010271,61928_PT_S1_6211_B_15Jan14_Frodo_13-12-03,0.009,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Pituitary gland,0.1655,,,hamlet-multi,
PXD010271,61928_PT_S1_6212_A_15Jan14_Frodo_13-12-03,0.0187,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Pituitary gland,0.0942,,,hamlet-multi,
